business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
DkIEhR8behaIoSexekWV0Q,"""La Grande Orange""",,"""3400 E Sky Harbor Blvd""",Phoenix,AZ,85034,33.4341008,-111.9994358,4,307,1,American (New);Desserts;Restaurants;Pizza;Food;American (Traditional);Italian
qpARa33W5bzzn-M7xBbotA,"""Slices""",,"""2000 E Rio Salado Pkwy""",Tempe,AZ,85281,33.4329265,-111.9055755,3.5,54,1,American (New);Fast Food;Restaurants;Pizza
hTsZSiftorNUFb1VaHCHHg,"""Nook Kitchen""",,"""3623 E Indian School Rd""",Phoenix,AZ,85018,33.49488969,-112.0029784,4.5,401,1,American (New);Italian;Pizza;Restaurants
z4EIzLJlGd7gyje1Q_hKtw,"""Federal Galley""",North Side,"""200 Children's Way""",Pittsburgh,PA,15212,40.45152189,-80.0060152,4.5,6,1,American (New);Mexican;Restaurants;Pizza
C0c3ahJp1U4Jg_kgGoyXKw,"""Primanti Bros.""",,"""921 E Pittsburgh McKeesport Blvd""",North Versailles,PA,15137,40.38292,-79.8283857,3,28,1,American (New);Nightlife;Burgers;Pizza;Sports Bars;Bars;American (Traditional);Sandwiches;Restaurants
9vkVY5puIHRfKMgJB4LBnw,"""BJ's Restaurant & Brewhouse""",,"""21001 North Tatum Blvd.""",Phoenix,AZ,85050,33.67717386,-111.9765787,3.5,293,1,American (New);Nightlife;Sports Bars;Bars;Food;Restaurants;Pizza;American (Traditional);Breweries
hbQ32n6zK2NHraMh2yIFLw,"""California Pizza Kitchen""",,"""10100 Scottsdale Rd""",Scottsdale,AZ,85253,33.5780787,-111.9269931,3,77,1,American (New);Pizza;American (Traditional);Restaurants
DN0b4Un8--Uf6SEWLeh0UA,"""Amy's Baking Company""",,"""7366 E Shea Blvd, Ste 112""",Scottsdale,AZ,85260,33.584012,-111.922265,3,461,0,American (New);Pizza;Bakeries;Italian;Food;Restaurants
dThrFTK_bqo1woPvUgY70g,"""Pomelo""",,"""7100 N 12th St, Bldg One""",Phoenix,AZ,85020,33.54024859,-112.0566336,3.5,210,1,American (New);Pizza;Cocktail Bars;Bars;Breakfast & Brunch;Restaurants;Nightlife
bJP4l_BGq2CudEu0m-wNjg,"""Artisan Fine Dining Room""",,"""Artisan Hotel, 1501 W Sahara Ave""",Las Vegas,NV,89102,36.1436722,-115.1697916,2,3,0,American (New);Pizza;Italian;Restaurants
iJpTpE9A8WDWvUlvUcFZuA,"""Brio Coastal Bar and Kitchen""",South Park,"""4720 Piedmont Row Dr, Ste 150""",Charlotte,NC,28210,35.1520694,-80.8396464,3.5,203,1,American (New);Pizza;Nightlife;Seafood;Bars;Italian;Restaurants;Cocktail Bars
LhaOYo_5j5W_JIY5fYPKuQ,"""Brooklyn's Restaurant""",,"""10 Via Brianza""",Henderson,NV,89011,36.10204066,-114.9302161,3,7,0,American (New);Pizza;Restaurants
BMR_AsSBzTQHqW-SQabI4w,"""California Pizza Kitchen""",,"""1000 Ross Park Mall Dr""",Pittsburgh,PA,15237,40.54326592,-80.00913846,3.5,60,1,American (New);Pizza;Restaurants;Gluten-Free;Italian;American (Traditional)
EJGv2la6CcZmEIpkE4hzyg,"""Iron City Cafe""",Brooklyn-Centre,"""4002 Jennings Rd""",Cleveland,OH,44109,41.447413,-81.6882012,4.5,3,1,American (New);Pizza;Restaurants;Nightlife;Bars
kONNUpwvIsgpooLoYVtfCw,"""At 7th Restaurant""",First Ward,"""321 N Caldwell St""",Charlotte,NC,28202,35.2262033,-80.83606865,3,24,0,American (New);Pizza;Salad;Food;Desserts;Restaurants;Sandwiches;Diners
gChmBjLSe3qa8rzEngoDLQ,"""Fahrenheit""",Uptown,"""222 S Caldwell St""",Charlotte,NC,28202,35.22258523,-80.84109407,3,523,1,American (New);Pizza;Salad;Restaurants
TsguKRepJOvT-w8aI1XLTA,"""Market Bistro""",,"""6501 E Greenway Pkwy, Ste 123""",Scottsdale,AZ,85254,33.62520633,-111.9411778,3.5,56,0,American (New);Pizza;Sandwiches;Restaurants
lXpYSMyEujoky4djEJlBSg,"""Boulders on Southern""",,"""1010 W Southern Ave""",Mesa,AZ,85210,33.3933856,-111.8533443,4,143,1,American (New);Restaurants;Beer;Wine & Spirits;American (Traditional);Pizza;Food
hxedolqDRVlKA_iOoI09Ng,"""BJ's Restaurant & Brewhouse""",,"""3265 W Market St, Ste 85""",Fairlawn,OH,44333,41.1338108,-81.6178665,3,89,1,American (New);Restaurants;Breweries;Pizza;Food;Beer Bar;Nightlife;Bars
bOGpm_4Emm4btMbJNA1L7A,"""Solaro""",The Strip,"""3325 Las Vegas Blvd S""",Las Vegas,NV,89109,36.12423118,-115.1682609,2.5,38,1,American (New);Restaurants;Burgers;Chicken Wings;Italian;Pizza
_JZ7hXqOZ_MngjPWFgER0w,"""Pizza People Pub""",,"""1326 N Central Ave""",Phoenix,AZ,85004,33.46340471,-112.0740759,4,330,1,American (New);Restaurants;Burgers;Pizza;American (Traditional)
jO9gbncmBCExL_FvFKU5Ew,"""The Grateful Deli & Catering Company""",Bloomfield,"""4065 Penn Ave""",Pittsburgh,PA,15224,40.4655697,-79.9557517,4,8,0,American (New);Restaurants;Food;Pizza;Food Delivery Services
jTlcLfsSDGnHcbjL1aD9Zw,"""Forbes Gyro""",Oakland,"""3715 Forbes Ave""",Pittsburgh,PA,15213,40.4414677,-79.9574362,3.5,44,1,American (New);Restaurants;Middle Eastern;Turkish;Pizza
0-kqF27U3eBsSDtlm986Ww,"""Terrace Gardens Restaurant""",,"""1180 Woodland Ave""",Clairton,PA,15025,40.3361376,-79.8781142,4,5,1,American (New);Restaurants;Nightlife;Bars;Pizza
41f1utKc483Fw4mP4AFfJA,"""Casey's Pizza""",,"""922 Penn Ave""",Turtle Creek,PA,15145,40.4047171,-79.8257239,3.5,11,1,American (New);Restaurants;Pizza
027RqMRWhGy5NUsxEl5rfQ,"""Little Caesars Pizza""",,"""735 N Gilbert Rd, Ste 142""",Gilbert,AZ,85234,33.36161188,-111.789677,2.5,8,1,American (New);Restaurants;Pizza
le8guyitMPMVrmY0WZ1fHg,"""360 Bistro""",University City,"""520 University Center Blvd""",Charlotte,NC,28262,35.309098,-80.756007,3.5,42,0,American (New);Restaurants;Pizza
MkzaB1merlsrz92EMGQQkw,"""Sunset Grill of Deforest""",,"""637 W North St""",De Forest,WI,53532,43.2521577,-89.3586181,2.5,10,0,American (New);Restaurants;Pizza;Burgers
CvonRhKDJaH155xhtpz_iw,"""State 48 Brewery""",,"""13823 W Bell Rd""",Surprise,AZ,85374,33.63823733,-112.3578,3.5,334,1,American (New);Restaurants;Pizza;Gastropubs;Breweries;Food;Nightlife;Fish & Chips;Bars;Pubs
VieHNwB0lXAHYYlT0r2x6Q,"""Garden of Eating Pizzeria""",,"""7900 Steubenville Pike""",Imperial,PA,15126,40.440723,-80.227872,4,18,1,American (New);Restaurants;Pizza;Salad
aNe8ofTYrealxqv7VtFTuw,"""Sierra Gold""",Spring Valley,"""6515 S Jones Blvd""",Las Vegas,NV,89118,36.0703249,-115.2249525,3.5,215,1,American (New);Restaurants;Pubs;Nightlife;Sports Bars;Bars;Food;Pizza;Breweries
GpzQY2XLo5A35Cf8-Mjazg,"""Johnny Vegas Grill""",Eastside,"""3342 S Sandhill Rd""",Las Vegas,NV,89121,36.12907363,-115.0913118,4.5,132,1,American (New);Salad;Food Delivery Services;Pizza;Bars;Chicken Wings;Burgers;Food;Restaurants;Nightlife;American (Traditional);Comfort Food
NrpgcAPTAtMNoW4O_G0rwQ,"""S2pizzabar""",Capitol,"""558 State St""",Madison,WI,53703,43.075141,-89.394958,4,15,0,American (New);Salad;Restaurants;Pizza
JzOp695tclcNCNMuBl7oxA,"""Four Peaks Brewing""",,"""1340 E 8th St, Ste 104""",Tempe,AZ,85281,33.419568,-111.916097,4.5,1965,1,American (New);Sandwiches;Burgers;Nightlife;Bars;Pizza;Breweries;Food;Pubs;Restaurants;Breakfast & Brunch
Abm-1HRGPyevBtnC3Rpxag,"""Rock Bottom Restaurant & Brewery""",Fourth Ward,"""401 N Tryon St, Ste 100""",Charlotte,NC,28202,35.230011,-80.839566,3,289,1,American (New);Sandwiches;Pizza;Pubs;American (Traditional);Bars;Restaurants;Nightlife
Sb2a5N9gSLICYkMVSjszsA,"""Wolfgang Puck Express""",University,"""11100 Euclid Ave, Fl 2, UHC Seidman Cancer Center""",Cleveland,OH,44106,41.50733551,-81.60565283,4,23,1,American (New);Sandwiches;Pizza;Restaurants
eHBefyiDT7-mjXcSrD1bYw,"""Houlihans of Cleveland""",,"""896 Corporate Way, Ste 460""",Westlake,OH,44145,41.46896115,-81.90330582,3,4,1,American (New);Sandwiches;Pizza;Restaurants;Burgers
CymM3BP68hGigBK_5ap58A,"""Sarita a Restaurant""",,"""14523 Madison Ave""",Lakewood,OH,44107,41.476994,-81.7968354,4,80,1,American (New);Wine Bars;Pizza;Seafood;Restaurants;Nightlife;Bars
uwDyxK92ae5kNjeZE8uCgA,"""California Pizza Kitchen""",,"""2000 E Rio Salado Pkwy, Ste 1253""",Tempe,AZ,85281,33.43305924,-111.9031239,3.5,153,1,American (Traditional);American (New);Restaurants;Pizza
hpvHHl_f4PHk0gc1qcg5qQ,"""California Pizza Kitchen""",,"""1850 S Val Vista Dr""",Mesa,AZ,85204,33.381225,-111.7544543,3,78,0,American (Traditional);American (New);Restaurants;Pizza
ozEDKl0tZw5ob1evx41gcQ,"""Big Dog's Draft House""",Northwest,"""4543 N Rancho Dr""",Las Vegas,NV,89130,36.24241934,-115.2358108,4,381,1,American (Traditional);Breweries;Pizza;Food;Restaurants
z2sVYcW5b04NEjWCSutI3g,"""Golden Corral""",,"""5679 W Northern Ave""",Glendale,AZ,85301,33.5526514,-112.1815558,3,85,1,American (Traditional);Buffets;Restaurants;Pizza
c2sDJFcMv-r5V1d85KUM-w,"""John's Pizza""",,"""630 Lancaster Ave""",Frazer,PA,19355,40.034095,-75.575214,4,52,1,American (Traditional);Burgers;Cheesesteaks;Restaurants;Sandwiches;Pizza
FU4HTjT_aiuuHIpCbhtpfw,"""Yorkmont Deli""",,"""2904 Yorkmont Rd""",Charlotte,NC,28208,35.190365,-80.9290989,3,6,0,American (Traditional);Burgers;Pizza;Restaurants
Bpjhk4ZtncUnntdqurIrfQ,"""Modern Grove Views""",,"""9500 E Via De Ventura""",Scottsdale,AZ,85256,33.5545531,-111.8760438,3,24,1,American (Traditional);Cocktail Bars;Wine Bars;American (New);Breakfast & Brunch;Pizza;Nightlife;Venues & Event Spaces;Event Planning & Services;Bars;Gastropubs;Restaurants;Sandwiches
jF3sWSqa-6TyROZgSUGrIw,"""Rock 'n' Horse Saloon""",Entertainment District,"""250 Adelaide Street W""",Toronto,ON,M5H 1X6,43.6481715,-79.3890774,3,48,1,American (Traditional);Comfort Food;Nightlife;Arts & Entertainment;Pubs;Soul Food;Music Venues;Restaurants;Burgers;Food;Southern;Pizza;Bars
oo-kGk1BEWpuDvSE4gfmgQ,"""Doughbird""",,"""4385 E Indian School Rd""",Phoenix,AZ,85018,33.49449943,-111.9873513,4,321,1,American (Traditional);Comfort Food;Restaurants;Pizza
kKdbC7x13MqRr2qU8Dcbjg,"""Joe Chicago""",Ahuntsic-Cartierville,"""9787 Boulevard de l'Acadie""",Saint-Laurent,QC,H4N 2W2,45.5356456,-73.6649422,4.5,13,0,American (Traditional);Delis;Restaurants;Pizza;Burgers;Barbeque
FqJ1SWEBhgVl66FrcsovOQ,"""Cicis""",,"""3059 N Rainbow Blvd""",Las Vegas,NV,89108,36.21514769,-115.2427679,3,53,1,American (Traditional);Desserts;Italian;Buffets;Food;Pizza;Restaurants
CS2oAjAiFrJiG2HUtKJUHQ,"""3 Brothers Pizza""",,"""7523 Pearl Rd""",Middleburg Heights,OH,44130,41.36052561,-81.81292464,4,65,1,American (Traditional);Food;Nightlife;Beer;Wine & Spirits;Italian;Restaurants;Pizza;Burgers;Sandwiches;American (New);Chicken Wings;Bars;Wine Bars;Gluten-Free;Salad
9tGfb6lZb_E_OkRXD7SHFw,"""East Side Mario's""",,"""1355 Kingston Rd, Unit 102""",Pickering,ON,L1V 1B8,43.8359986,-79.0863992,3.5,3,1,American (Traditional);Italian;Restaurants;Pizza
B7UeQVtXDcH8EXTc8p_M1Q,"""Beach Club Grill""",,"""9853 Johnnycake Ridge Rd""",Mentor,OH,44060,41.6734778,-81.2827338,3.5,39,1,American (Traditional);Mediterranean;Restaurants;Pizza
3rlp1xCKSxF1-wGTyMxCZw,"""Big Al's Pub & Grubberia""",Eastland,"""9306 Albemarle Rd""",Charlotte,NC,28227,35.2106594,-80.6861414,3.5,24,1,American (Traditional);Nightlife;Bars;Pubs;Pizza;Restaurants
qML8HCfDh7vmIxvbt1QgOg,"""Cicis""",,"""4824 Ridge Rd""",Cleveland,OH,44144,41.4234291,-81.7350971,2,27,1,American (Traditional);Pizza;Buffets;Restaurants
d-NDnFSfwUZ2wf4aDBic5Q,"""Cicis""",Westside,"""4445 W Charleston Blvd""",Las Vegas,NV,89102,36.15800652,-115.2001382,3,66,1,American (Traditional);Pizza;Chicken Wings;Restaurants;Food;Desserts
xgZSjkCv7ZiTmtcHMxZDxQ,"""Cicis""",,"""36050-E Detroit Rd""",Avon,OH,44011,41.46023862,-82.02239156,2,13,0,American (Traditional);Pizza;Chicken Wings;Restaurants;Food;Desserts;Buffets
dAa0hB2yrnHzVmsCkN4YvQ,"""Rock Run Inn""",,"""800 Rock Run Rd""",Elizabeth,PA,15037,40.2678354,-79.8125871,4.5,6,1,American (Traditional);Pizza;Event Planning & Services;Restaurants;Venues & Event Spaces
HgSsIF4PpESGUMu-rNPg0g,"""Oakmont Tavern""",,"""814 Allegheny River Blvd""",Oakmont,PA,15139,40.5243014,-79.8409805,2.5,14,1,American (Traditional);Pizza;Nightlife;Restaurants;Bars
3xJ84rKp_xU-NuM0u8LnRw,"""Frankie & Benny's""",New Town,"""2 Greenside Place""",Edinburgh,EDH,EH1 3AA,55.9566096,-3.1854002,2.5,18,1,American (Traditional);Pizza;Restaurants
TG2lWzpspxiVL9kDfGt5Eg,"""The Dougout Pub & Grill""",,"""4635 W Streetsboro Rd""",Richfield,OH,44286,41.2399355,-81.6545134,3,19,1,American (Traditional);Pizza;Restaurants
W1Vn2G1disKO52jHARIZMA,"""California Pizza Kitchen""",Southeast,"""6659 Las Vegas Blvd S, Bldg C1, Ste 100""",Las Vegas,NV,89119,36.06814238,-115.1748173,3.5,268,1,American (Traditional);Pizza;Restaurants;American (New)
HVrV9TffekeWZmmcNCw4hQ,"""Cicis""",,"""2235 E Cheyenne Ave, Ste 200""",North Las Vegas,NV,89030,36.2165221,-115.1189671,3.5,29,0,American (Traditional);Pizza;Restaurants;Buffets
wQeily2S8c8WpTIqUQaHQw,"""Nuestros Famous Pizza & Wings""",,"""8525 W Grand Ave, Ste 17""",Peoria,AZ,85345,33.585613,-112.24411,4,20,1,American (Traditional);Pizza;Restaurants;Desserts;Chicken Wings;Italian;Food;Food Delivery Services
DhOvRBU3IXi_vClfRWz4KA,"""Diana Baker's Diner""",Clark-Fulton,"""3380 W 46th St""",Cleveland,OH,44102,41.462311,-81.7185238,3.5,7,1,American (Traditional);Pizza;Restaurants;Diners;Mediterranean
qfoj3E_1vf5CKwdpcJBjPA,"""East Side Mario's""",,"""9055 Airport Rd""",Brampton,ON,L6S 0B8,43.74542785,-79.69751826,2.5,15,1,American (Traditional);Pizza;Restaurants;Italian
RFCtxMNwO_8ONYnWNDxYqg,"""Skinny Pete's Kitchen""",Avalon,"""538 California Ave""",Pittsburgh,PA,15202,40.501896,-80.069952,4.5,26,0,American (Traditional);Pizza;Restaurants;Sandwiches;American (New);Diners
GQkCw7318u55O1JSCZL1Uw,"""Tony Maloney's""",,"""9385 W Sprague Rd""",North Royalton,OH,44133,41.3498568,-81.7590685,3,42,1,American (Traditional);Restaurants;Bars;Pizza;Pubs;Nightlife
VYOtofDcgJIV5-vPUd4sZA,"""Cicis""",Sunrise,"""309 N Nellis Blvd, Ste 120""",Las Vegas,NV,89110,36.16691273,-115.063594,3,42,1,American (Traditional);Restaurants;Pizza
hyyy_yFDI3CJJaG3uROGBA,"""The Courtyard Cafe""",,"""7600 Chippewa Rd""",Brecksville,OH,44141,41.3189361,-81.6240265,4,85,1,American (Traditional);Restaurants;Pizza
nE2gBdXJ5moeyKCfBL_TEg,"""Pizzaville""",,"""7025 Danton Promenade""",Mississauga,ON,L5N 5E5,43.586855,-79.773675,4.5,5,1,American (Traditional);Restaurants;Pizza
h6JacIFzb9jxFpKpgsGuuQ,"""Pittsburgh Grille""",Downtown,"""600 Grant St""",Pittsburgh,PA,15219,40.441355,-79.994853,2,12,0,American (Traditional);Restaurants;Pizza
i87x-nZWBdx7NF9zzuweJw,"""The Cannery Bar and Grille""",,"""315 E Linnerud Dr""",Sun Prairie,WI,53590,43.1810718,-89.2108173,3,20,0,American (Traditional);Restaurants;Pizza
JXAMnijxRrW-jXHGvDJzzg,"""California Pizza Kitchen""",The Strip,"""3786 S Las Vegas Blvd""",Las Vegas,NV,89109,36.103226,-115.175223,4,74,1,American (Traditional);Restaurants;Pizza
Zbq8tF7JmBBCqA69_gL5Uw,"""MacKenzie River Pizza, Grill & Pub""",South Summerlin,"""1550 S Pavilion Center Dr""",Las Vegas,NV,89135,36.1545806,-115.3309194,3.5,40,1,American (Traditional);Restaurants;Pizza
Y_nkHYkQY4xEyCf9ObLZbg,"""Arthurs Landing""",,"""17600 Yonge Street""",Newmarket,ON,L3Y 4Z1,44.05620275,-79.48384892,3,24,1,American (Traditional);Restaurants;Pizza;Bars;Nightlife
zElnVlq5To9UoNw4KmoYWQ,"""Cicis""",,"""3746 E Franklin Blvd""",Gastonia,NC,28056,35.25937862,-81.11301975,1.5,8,1,American (Traditional);Restaurants;Pizza;Buffets
#NAME?,"""Phil's Filling Station Grill""",,"""16852 E Parkview Ave""",Fountain Hills,AZ,85268,33.6057781,-111.7155639,3.5,96,1,American (Traditional);Restaurants;Pizza;Fast Food;Burgers
nOykFBuMLOuw3ZB2WTk50g,"""East Side Mario's""",Unionville,"""5060 Hwy 7 East""",Markham,ON,L3R 4M9,43.86674399,-79.28772926,2,67,1,American (Traditional);Restaurants;Pizza;Italian
sghUmnrVFGxvldZQT-mtyg,"""Cicis""",,"""2270 N 75th Ave, Ste 101""",Phoenix,AZ,85035,33.47265328,-112.2215042,3,40,1,American (Traditional);Restaurants;Sandwiches;Italian;Pizza
CGgKHXAeEBpaQ2DvqxnpHA,"""BONZ Smoke & Taphouse""",South End,"""2100 South Blvd""",Charlotte,NC,28203,35.208298,-80.860978,3,29,0,American (Traditional);Restaurants;Seafood;Pizza
XVVFgEY-0MsyEAR8SO7dzg,"""California Pizza Kitchen""",Southeast,"""5757 Wayne Newton Blvd""",Las Vegas,NV,89119,36.08146611,-115.1377659,2.5,173,1,American (Traditional);Salad;Restaurants;Pizza;Soup
K455dBrse4fEeBn4s39D6A,"""Domino's Pizza""",,"""9827 Grand Ave""",Sun City,AZ,85351,33.5967961,-112.2717849,3,16,1,American (Traditional);Sandwiches;Chicken Wings;Restaurants;Pizza;Food Delivery Services;Food
h8MMgum-XUQhU4xWCyQWLQ,"""The Jailhouse Taverne""",,"""15478 Avon Belden Rd""",Grafton,OH,44044,41.2608247,-82.022383,4.5,67,1,American (Traditional);Sandwiches;Restaurants;American (New);Nightlife;Bars;Pizza
v9EqcuA6eUvriLRwxbxQNw,"""Amazing Jake's Food & Fun""",,"""1830 E Baseline Rd""",Mesa,AZ,85204,33.38008418,-111.791009,3,180,1,Amusement Parks;Active Life;Mini Golf;Pizza;Restaurants;Bowling;Buffets
KAdq2DjrJ1Q4bZ_uQVBWqg,"""Saj Mahal""",Ville-Marie,"""1448 Rue Saint-Mathieu""",MontrÃ©al,QC,H3H 2H9,45.49441,-73.580329,4,12,1,Arabian;Middle Eastern;Fast Food;Restaurants;Pizza;Mediterranean;Lebanese
TXtbR8vR3HfSGxYOJs_VxQ,"""Chuck E Cheese's""",,"""3255 Rutherford Road""",Vaughan,ON,L4K 5Y5,43.82826549,-79.54212315,3.5,9,1,Arcades;Arts & Entertainment;Restaurants;American (Traditional);Pizza;Event Planning & Services;Venues & Event Spaces
5PpFojIpkGV4JoUP7XJ_Zw,"""Chuck E. Cheese's""",,"""7970 Lyles Ln NW""",Concord,NC,28027,35.3644909,-80.7165077,3,14,1,Arcades;Party & Event Planning;Restaurants;Event Planning & Services;American (Traditional);Arts & Entertainment;Pizza
9eCMqkVa3E6yCiTmX21KqA,"""Chuck E Cheese's""",,"""6773 W Bell Rd""",Glendale,AZ,85308,33.6359642,-112.2049198,2.5,44,1,Arcades;Restaurants;Arts & Entertainment;Pizza
LPdyvyMuL1YFr6wC258krQ,"""Bar on Brown""",,"""635 Brown Ave""",Turtle Creek,PA,15145,40.424985,-79.834987,4,8,1,Arts & Entertainment;Burgers;Food;Bars;Sports Bars;Pizza;Music Venues;Nightlife;Beer;Wine & Spirits;Sandwiches;Restaurants
V45PfGw6FMrP4FmB8pFnIw,"""Hollywood Alley""",,"""2610 W Baseline Rd""",Mesa,AZ,85202,33.379043,-111.8910088,4,53,0,Arts & Entertainment;Dive Bars;Music Venues;Restaurants;Bars;Nightlife;Pizza
l07I7E_F5IhhBd4uvxxcdA,"""Gators Pizza""",,"""1639 W Warm Springs Rd""",Henderson,NV,89014,36.05558597,-115.0557142,4,31,1,Arts & Entertainment;Italian;Fast Food;Arcades;Pizza;Restaurants
5U4u8I0nSbHrL5eagLvktA,"""Phoenix Pizza Festival""",,"""1202 N 3rd St""",Phoenix,AZ,85004,33.4616783,-112.0703743,3.5,7,1,Arts & Entertainment;Pizza;Festivals;Restaurants
7KUbrldK58sIV1K43p5a2w,"""Chuck E. Cheese's""",,"""3800 William Penn Hwy""",Monroeville,PA,15146,40.4358598,-79.7835185,3.5,6,1,Arts & Entertainment;Restaurants;Arcades;Sandwiches;Event Planning & Services;Party & Event Planning;Pizza
yG2PdMFn6y3QDw4Uq4b5lg,"""Dazzling Cafe""",Willowdale,"""37 Sheppard Avenue E""",Toronto,ON,M2N 7K1,43.761612,-79.4092208,3,49,1,Asian Fusion;Coffee & Tea;Food;Restaurants;Pizza;Desserts;Waffles
XsSgv3vBOyOBXn3Co8EVIg,"""Q Bistro""",Chinatown,"""3400 S Jones Blvd, Ste 12""",Las Vegas,NV,89146,36.127325,-115.224192,4.5,353,1,Asian Fusion;Korean;Restaurants;Bars;Chicken Wings;Pizza;Nightlife;Barbeque
j8pUAS0qdEcPsjkqEDNbhw,"""Buddha Belly Deli""",,"""50 N Valle Verde Dr, Ste 110""",Henderson,NV,89074,36.0295888,-115.062621,4.5,479,0,Asian Fusion;Specialty Food;Delis;Sandwiches;Food;Restaurants;Pizza;Ethnic Food
1-Jdq5Up9SgKoqptGvkXHA,"""MVR Auto Services""",Southwest,"""6000 W Windmill Ln""",Las Vegas,NV,89139,36.04244655,-115.2242439,4.5,74,1,Automotive;Oil Change Stations;Pizza;Auto Insurance;Auto Parts & Supplies;Financial Services;Windshield Installation & Repair;Auto Glass Services;Insurance;Towing;Transmission Repair;Restaurants;Auto Repair
vEHMQwAwbV0n9ZWmk3zWWw,"""Uncle Tony's Bagels, Deli & Pizza""",,"""3111 N Central Ave""",Phoenix,AZ,85012,33.4847321,-112.0733205,4,4,1,Bagels;Delis;Food;Pizza;Breakfast & Brunch;Restaurants
_KIwnpbuw2mpjmBdpiwhlg,"""Bajazzo""",,"""Ã˜reÃ¥sveien 2""",Moss,1,1528,59.41706069,10.68623805,2.5,3,1,Baguettes;Pizza;Burgers;Restaurants
f-v1fvtnbdw_QQRsCnwH-g,"""Fractured Prune Doughnuts""",,"""9390 W Hanna Ln, Ste B-101""",Glendale,AZ,85305,33.53499732,-112.2609968,4,200,1,Bakeries;Coffee & Tea;Breakfast & Brunch;Donuts;Food;Restaurants;Desserts;Pizza;Bagels
